S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
3904,Maruti Swift Dzire VXI,Kolkata,2014,45000,Petrol,Manual,First,19.1 kmpl,1197.0,85.8,5.0,,3.99,10,Maruti,SwiftDzire
3905,Toyota Camry Hybrid,Delhi,2014,67000,Petrol,Automatic,First,19.16 kmpl,2494.0,158.2,5.0,,18.75,10,Toyota,CamryHybrid
3906,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,43068,Diesel,Manual,First,24.0 kmpl,1120.0,70.0,5.0,,3.5,10,Hyundai,Grandi10
3907,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,Diesel,Automatic,First,11.36 kmpl,2755.0,171.5,8.0,21.1 Lakh,16.45,8,Toyota,InnovaCrysta
3908,Hyundai i10 Magna,Coimbatore,2011,50436,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,,3.65,13,Hyundai,i10Magna
3909,Hyundai Grand i10 AT Asta,Bangalore,2014,21000,Petrol,Automatic,First,18.9 kmpl,1197.0,82.0,5.0,,5.4,10,Hyundai,Grandi10
3910,Maruti Baleno Alpha Diesel,Mumbai,2018,2000,Diesel,Manual,First,27.39 kmpl,1248.0,74.0,5.0,10.28 Lakh,8.7,6,Maruti,BalenoAlpha
3911,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.67 kmpl,1798.0,177.46,5.0,33.36 Lakh,20.75,8,Skoda,SuperbStyle
3912,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,68782,Diesel,Automatic,First,14.84 kmpl,2143.0,170.0,5.0,,12.5,14,Mercedes-Benz,NewC-Class
3913,Maruti Ritz VDi,Kolkata,2011,35888,Diesel,Manual,First,21.1 kmpl,1248.0,73.9,5.0,,1.89,13,Maruti,RitzVDi
3914,Maruti Swift Dzire Tour LDI,Kolkata,2015,168205,Diesel,Manual,First,23.4 kmpl,1248.0,74.0,5.0,,4.0,9,Maruti,SwiftDzire
3915,Honda Civic 2010-2013 1.8 V MT,Mumbai,2012,47000,Petrol,Manual,First,14.8 kmpl,1799.0,130.2,5.0,,3.95,12,Honda,Civic2010-2013
3916,Maruti Ertiga SHVS VDI,Hyderabad,2015,93700,Diesel,Manual,First,24.52 kmpl,1248.0,88.5,7.0,,7.85,9,Maruti,ErtigaSHVS
3917,Hyundai Elantra CRDi SX,Kolkata,2014,45000,Diesel,Manual,First,22.7 kmpl,1582.0,126.24,5.0,,7.0,10,Hyundai,ElantraCRDi
3918,Toyota Fortuner 4x2 AT,Hyderabad,2016,55547,Diesel,Automatic,First,12.55 kmpl,2982.0,168.5,7.0,,24.99,8,Toyota,Fortuner4x2
3919,Volkswagen Polo GT TSI,Delhi,2013,69000,Petrol,Automatic,First,17.21 kmpl,1197.0,103.6,5.0,,4.5,11,Volkswagen,PoloGT
3920,Skoda Octavia Classic 1.9 TDI MT,Pune,2005,88000,Diesel,Manual,Third,18.7 kmpl,1896.0,66.0,5.0,,1.25,19,Skoda,OctaviaClassic
3921,Volkswagen Polo 1.5 TDI Trendline,Delhi,2014,32400,Diesel,Manual,First,20.14 kmpl,1498.0,88.8,5.0,,3.95,10,Volkswagen,Polo1.5
3922,Hyundai Santro Xing GL Plus,Pune,2012,79000,Petrol,Manual,Second,17.92 kmpl,1086.0,62.1,5.0,,1.6,12,Hyundai,SantroXing
3923,Hyundai Accent GLE,Hyderabad,2004,110000,Petrol,Manual,First,13.2 kmpl,1495.0,94.0,5.0,,0.6,20,Hyundai,AccentGLE
3924,Hyundai EON D Lite Plus,Coimbatore,2014,45407,Petrol,Manual,Second,21.1 kmpl,814.0,55.2,5.0,,3.39,10,Hyundai,EOND
3925,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2011,136490,Diesel,Manual,First,12.8 kmpl,2494.0,102.0,7.0,,9.8,13,Toyota,Innova2.5
3926,Maruti Ignis 1.3 Zeta,Mumbai,2017,19000,Diesel,Manual,First,26.8 kmpl,1248.0,74.0,5.0,,5.91,7,Maruti,Ignis1.3
3927,Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.56 kmpl,1462.0,103.25,5.0,11.56 Lakh,8.25,7,Maruti,CiazAlpha
3928,Maruti Swift Dzire VXi,Mumbai,2012,15500,Petrol,Manual,First,17.5 kmpl,1298.0,85.8,5.0,,3.75,12,Maruti,SwiftDzire
3929,Honda City i VTEC CVT VX,Hyderabad,2017,12538,Petrol,Automatic,First,18.0 kmpl,1497.0,117.3,5.0,,12.5,7,Honda,Cityi
3930,Maruti Swift VDI BSIV W ABS,Bangalore,2015,62588,Diesel,Manual,First,17.8 kmpl,1248.0,74.0,5.0,,5.95,9,Maruti,SwiftVDI
3931,Honda Brio S MT,Delhi,2015,44328,Petrol,Manual,First,19.4 kmpl,1198.0,86.8,5.0,,3.8,9,Honda,BrioS
3932,Toyota Etios Liva GD,Delhi,2014,63000,Diesel,Manual,First,23.59 kmpl,1364.0,67.04,5.0,,4.35,10,Toyota,EtiosLiva
3933,Volvo XC60 D5,Hyderabad,2015,100000,Diesel,Automatic,First,13.5 kmpl,2400.0,215.0,5.0,,32.5,9,Volvo,XC60D5
3934,Tata Indigo CS eGVX,Kolkata,2015,103000,Petrol,Manual,First,15.64 kmpl,1193.0,64.08,5.0,,3.0,9,Tata,IndigoCS
3935,Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Diesel,Automatic,Second,11.36 kmpl,2755.0,171.5,7.0,27.07 Lakh,19.0,8,Toyota,InnovaCrysta
3936,Volkswagen Vento Diesel Highline,Pune,2013,95500,Diesel,Manual,First,20.54 kmpl,1598.0,103.6,5.0,,5.0,11,Volkswagen,VentoDiesel
3937,Ford Ecosport 1.5 DV5 MT Titanium,Pune,2014,72100,Diesel,Manual,First,22.7 kmpl,1498.0,89.84,5.0,,5.45,10,Ford,Ecosport1.5
3938,Maruti Wagon R VXI,Mumbai,2010,19119,Petrol,Manual,First,18.9 kmpl,998.0,67.1,5.0,,2.7,14,Maruti,WagonR
3939,Mercedes-Benz S-Class 320 L,Mumbai,2006,30000,Petrol,Manual,First,13.0 kmpl,2987.0,210.0,5.0,,10.75,18,Mercedes-Benz,S-Class320
3940,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,75600,Diesel,Manual,First,20.14 kmpl,1498.0,88.8,5.0,,5.8,9,Volkswagen,Polo1.5
3941,Tata Indica GLS BS IV,Pune,2007,137000,Petrol,Manual,Second,15.3 kmpl,1193.0,65.3,5.0,,0.95,17,Tata,IndicaGLS
3942,Maruti 800 Std BSIII,Jaipur,2002,53500,Petrol,Manual,Second,16.1 kmpl,796.0,37.0,4.0,,0.63,22,Maruti,800Std
3943,Jeep Compass 2.0 Longitude,Kochi,2018,26101,Diesel,Manual,First,17.1 kmpl,1956.0,170.0,5.0,21.38 Lakh,17.55,6,Jeep,Compass2.0
3944,Maruti Alto K10 LXI Optional,Pune,2016,7000,Petrol,Manual,First,24.07 kmpl,998.0,67.1,5.0,4.36 Lakh,3.0,8,Maruti,AltoK10
3945,Skoda Octavia Elegance 2.0 TDI AT,Bangalore,2013,50000,Diesel,Automatic,First,19.3 kmpl,1968.0,141.0,5.0,,15.0,11,Skoda,OctaviaElegance
3946,Maruti Swift Dzire VDI Optional,Hyderabad,2016,30000,Diesel,Manual,First,26.59 kmpl,1248.0,74.0,5.0,,6.0,8,Maruti,SwiftDzire
3947,Maruti Ciaz VDi Plus SHVS,Mumbai,2016,38151,Diesel,Manual,First,28.09 kmpl,1248.0,88.5,5.0,,7.65,8,Maruti,CiazVDi
3948,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2009,116000,Diesel,Manual,Second,15.8 kmpl,2148.0,170.0,5.0,,8.5,15,Mercedes-Benz,NewC-Class
3949,Ford Figo Diesel ZXI,Kolkata,2013,22000,Diesel,Manual,First,20.0 kmpl,1399.0,68.0,5.0,,2.25,11,Ford,FigoDiesel
3950,Toyota Corolla Altis VL,Delhi,2010,60000,Petrol,Automatic,Second,14.53 kmpl,1798.0,138.1,5.0,,4.65,14,Toyota,CorollaAltis
3951,Maruti SX4 S Cross DDiS 320 Zeta,Mumbai,2016,38000,Diesel,Manual,First,22.7 kmpl,1598.0,118.0,5.0,,7.85,8,Maruti,SX4S
3952,Ford Figo Petrol ZXI,Coimbatore,2011,51928,Petrol,Manual,First,15.6 kmpl,1196.0,70.0,5.0,,3.46,13,Ford,FigoPetrol
3953,Honda Jazz Exclusive CVT,Mumbai,2018,3000,Petrol,Automatic,First,19.0 kmpl,1199.0,88.7,5.0,10.81 Lakh,8.25,6,Honda,JazzExclusive
3954,Maruti Zen LXi - BS III,Pune,2006,67196,Petrol,Manual,First,17.3 kmpl,993.0,60.0,5.0,,1.25,18,Maruti,ZenLXi
3955,Toyota Fortuner 3.0 Diesel,Bangalore,2012,100000,Diesel,Manual,Third,11.5 kmpl,2982.0,171.0,7.0,,16.0,12,Toyota,Fortuner3.0
3956,Maruti Ciaz ZDi Plus,Jaipur,2015,65218,Diesel,Manual,First,26.21 kmpl,1248.0,88.5,5.0,,7.4,9,Maruti,CiazZDi
3957,Renault KWID RXT,Kochi,2016,53886,Petrol,Manual,First,25.17 kmpl,799.0,53.3,5.0,,3.07,8,Renault,KWIDRXT
3958,Hyundai i10 Magna AT,Coimbatore,2011,50058,Petrol,Automatic,First,19.2 kmpl,1197.0,80.0,5.0,,3.84,13,Hyundai,i10Magna
3959,Maruti Celerio ZXI AT Optional,Pune,2016,64000,Petrol,Automatic,First,23.1 kmpl,998.0,67.04,5.0,,4.2,8,Maruti,CelerioZXI
3960,Hyundai Creta 1.4 E Plus Diesel,Kochi,2018,41641,Diesel,Manual,First,21.38 kmpl,1396.0,88.7,5.0,,10.82,6,Hyundai,Creta1.4
3961,Honda Jazz 1.5 SV i DTEC,Hyderabad,2016,44345,Diesel,Manual,First,27.3 kmpl,1498.0,98.6,5.0,,6.1,8,Honda,Jazz1.5
3962,Honda City 1.5 S MT,Kolkata,2011,45501,Petrol,Manual,First,17.0 kmpl,1497.0,118.0,5.0,,3.1,13,Honda,City1.5
3963,Mitsubishi Lancer 1.5 SFXi,Chennai,2001,104000,Petrol,Manual,Third,13.7 kmpl,1468.0,85.8,5.0,,1.0,23,Mitsubishi,Lancer1.5
3964,Nissan Sunny XE P,Coimbatore,2012,50297,Petrol,Manual,First,16.95 kmpl,1498.0,97.6,5.0,8.55 Lakh,4.69,12,Nissan,SunnyXE
3965,Honda Accord 2.4 AT,Mumbai,2011,87000,Petrol,Automatic,First,11.7 kmpl,2354.0,177.6,5.0,,5.4,13,Honda,Accord2.4
3966,Mahindra XUV500 W8 2WD,Mumbai,2016,120000,Diesel,Manual,First,15.1 kmpl,2179.0,140.0,7.0,,12.0,8,Mahindra,XUV500W8
3967,Hyundai i20 1.2 Magna Executive,Mumbai,2018,17000,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,,6.5,6,Hyundai,i201.2
3968,Nissan Micra Diesel XL,Chennai,2014,100000,Diesel,Manual,First,23.08 kmpl,1461.0,63.1,5.0,,3.0,10,Nissan,MicraDiesel
3969,Maruti Ciaz AT ZXi,Kochi,2015,50979,Petrol,Automatic,First,19.12 kmpl,1373.0,91.1,5.0,,6.9,9,Maruti,CiazAT
3970,Volkswagen Vento Diesel Trendline,Chennai,2011,41000,Diesel,Manual,First,20.54 kmpl,1598.0,103.6,5.0,,4.0,13,Volkswagen,VentoDiesel
3971,Hyundai i20 Asta,Chennai,2011,24000,Petrol,Manual,First,17.0 kmpl,1197.0,80.0,5.0,,4.25,13,Hyundai,i20Asta
3972,Toyota Corolla Altis G,Hyderabad,2008,44738,Petrol,Manual,First,14.53 kmpl,1798.0,138.1,5.0,,5.1,16,Toyota,CorollaAltis
3973,Honda City i DTEC VX,Kolkata,2014,37298,Diesel,Manual,First,25.1 kmpl,1498.0,98.6,5.0,,4.9,10,Honda,Cityi
3974,Maruti Swift VXI BSIV,Pune,2014,42000,Petrol,Manual,Second,20.4 kmpl,1197.0,81.8,5.0,,3.6,10,Maruti,SwiftVXI
3975,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2016,45000,Diesel,Automatic,First,14.21 kmpl,2143.0,203.0,5.0,,34.0,8,Mercedes-Benz,E-Class2009-2013
3976,Toyota Innova 2.5 G (Diesel) 7 Seater,Mumbai,2015,102000,Diesel,Manual,First,12.99 kmpl,2494.0,100.6,7.0,,8.25,9,Toyota,Innova2.5
3977,Maruti Swift Lxi BSIII,Pune,2011,70000,Petrol,Manual,First,16.1 kmpl,1298.0,88.2,5.0,,1.3,13,Maruti,SwiftLxi
3978,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,27467,Diesel,Automatic,First,19.27 kmpl,2143.0,167.62,5.0,,39.05,6,Mercedes-Benz,NewC-Class
3979,Hyundai Grand i10 Asta,Kolkata,2015,15305,Petrol,Manual,First,18.9 kmpl,1197.0,82.0,5.0,,3.75,9,Hyundai,Grandi10
3980,Maruti Wagon R LXI BS IV,Mumbai,2010,70000,Petrol,Manual,First,18.9 kmpl,998.0,67.1,5.0,,2.1,14,Maruti,WagonR
3981,Ford EcoSport 1.5 TDCi Titanium,Hyderabad,2016,36778,Diesel,Manual,First,22.77 kmpl,1498.0,98.59,5.0,,8.8,8,Ford,EcoSport1.5
3982,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2015,25845,Petrol,Manual,First,16.47 kmpl,1198.0,74.0,5.0,,5.84,9,Volkswagen,Polo1.2
3983,Hyundai Verna 1.6 VTVT AT SX,Kochi,2018,33858,Petrol,Automatic,First,17.01 kmpl,1591.0,121.3,5.0,,9.03,6,Hyundai,Verna1.6
3984,Renault KWID AMT RXL,Ahmedabad,2017,12000,Petrol,Automatic,Second,24.04 kmpl,999.0,67.0,5.0,,3.25,7,Renault,KWIDAMT
3985,Honda Brio S Option AT,Coimbatore,2013,33709,Petrol,Automatic,First,16.5 kmpl,1198.0,86.8,5.0,,4.9,11,Honda,BrioS
3986,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,32709,Petrol,Manual,First,18.16 kmpl,1196.0,86.8,5.0,,6.46,6,Ford,FigoAspire
3987,Toyota Fortuner 3.0 Diesel,Bangalore,2014,72000,Diesel,Manual,Second,11.5 kmpl,2982.0,171.0,7.0,,18.5,10,Toyota,Fortuner3.0
3988,Tata Indigo eCS eLX BS IV,Ahmedabad,2013,31000,Diesel,Manual,First,25.0 kmpl,1396.0,69.01,5.0,,2.7,11,Tata,IndigoeCS
3989,Ford Figo 2015-2019 1.5D Ambiente MT,Chennai,2016,70000,Diesel,Manual,First,25.83 kmpl,1498.0,99.0,5.0,,4.6,8,Ford,Figo2015-2019
3990,Maruti Swift Dzire VDI,Jaipur,2014,61000,Diesel,Manual,First,23.4 kmpl,1248.0,74.0,5.0,,5.35,10,Maruti,SwiftDzire
3991,Nissan Micra Diesel XV Primo,Pune,2011,72000,Diesel,Manual,First,23.08 kmpl,1461.0,63.1,5.0,,2.3,13,Nissan,MicraDiesel
3992,Skoda Octavia Style Plus 2.0 TDI AT,Delhi,2016,49000,Diesel,Automatic,First,19.3 kmpl,1968.0,141.0,5.0,,15.45,8,Skoda,OctaviaStyle
3993,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Hyderabad,2014,42939,Diesel,Automatic,First,16.96 kmpl,1968.0,138.03,5.0,,12.49,10,Volkswagen,Jetta2013-2015
3994,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,32545,Diesel,Automatic,First,12.07 kmpl,2967.0,241.4,7.0,,48.76,8,Audi,Q735
3995,Hyundai i20 1.2 Sportz,Pune,2011,54000,Petrol,Manual,First,17.0 kmpl,1197.0,80.0,5.0,,3.2,13,Hyundai,i201.2
3996,BMW 3 Series 320d Corporate Edition,Delhi,2012,76000,Diesel,Automatic,First,16.07 kmpl,1995.0,181.0,4.0,,8.75,12,BMW,3Series
3997,Hyundai i20 Active 1.4 SX Dual Tone,Kolkata,2015,27000,Diesel,Manual,First,21.19 kmpl,1396.0,88.73,5.0,,5.99,9,Hyundai,i20Active
3998,Mahindra Scorpio 2.6 DX,Chennai,2005,120000,Diesel,Manual,Second,12.7 kmpl,2609.0,116.6,8.0,,2.9,19,Mahindra,Scorpio2.6
3999,Audi A4 3.2 FSI Tiptronic Quattro,Hyderabad,2012,125000,Petrol,Automatic,First,10.5 kmpl,3197.0,,0.0,,18.0,12,Audi,A43.2
4000,Ford Figo Diesel EXI,Kolkata,2011,37000,Diesel,Manual,First,20.0 kmpl,1399.0,68.05,5.0,,1.8,13,Ford,FigoDiesel
4001,Honda Accord 2.4 Inspire M/T,Mumbai,2012,42000,Petrol,Manual,First,9.8 kmpl,2354.0,180.0,5.0,,6.25,12,Honda,Accord2.4
4002,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2013,60000,Diesel,Manual,First,21.9 kmpl,1396.0,88.76,5.0,,5.45,11,Hyundai,i20Sportz
4003,Jaguar XF 2.2 Litre Luxury,Mumbai,2018,3000,Diesel,Automatic,First,16.36 kmpl,2179.0,187.7,5.0,,52.5,6,Jaguar,XF2.2
4004,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2013,44000,Petrol,Automatic,First,17.1 kmpl,1591.0,121.4,5.0,,5.6,11,Hyundai,Verna1.6
4005,Honda City i VTEC VX Option,Kolkata,2014,37000,Petrol,Manual,First,17.4 kmpl,1497.0,117.3,5.0,,6.45,10,Honda,Cityi
4006,Hyundai i20 Asta Optional with Sunroof 1.2,Mumbai,2012,50000,Petrol,Manual,First,18.5 kmpl,1197.0,82.85,5.0,,3.7,12,Hyundai,i20Asta
4007,Honda Brio S MT,Chennai,2013,58581,Petrol,Manual,First,19.4 kmpl,1198.0,86.8,5.0,,3.49,11,Honda,BrioS
4008,Hyundai i20 Sportz 1.4 CRDi,Kolkata,2013,25500,Diesel,Manual,First,21.9 kmpl,1396.0,88.76,5.0,,3.55,11,Hyundai,i20Sportz
4009,Maruti Grand Vitara 2.4 MT,Mumbai,2017,25000,Petrol,Manual,First,10.4 kmpl,2393.0,163.5,5.0,,9.0,7,Maruti,GrandVitara
4010,Maruti A-Star Vxi,Hyderabad,2011,53766,Petrol,Manual,First,19.0 kmpl,998.0,66.1,5.0,,2.7,13,Maruti,A-StarVxi
4011,Fiat Punto 1.3 Emotion,Pune,2011,45271,Diesel,Manual,First,20.3 kmpl,,,,,2.6,13,Fiat,Punto1.3
4012,Maruti Alto LXi,Chennai,2006,68000,Petrol,Manual,First,19.7 kmpl,796.0,46.3,5.0,,1.5,18,Maruti,AltoLXi
4013,Mahindra XUV500 W10 2WD,Jaipur,2017,40000,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,,15.9,7,Mahindra,XUV500W10
4014,Maruti Swift RS VDI,Hyderabad,2013,73212,Diesel,Manual,First,22.9 kmpl,1248.0,74.0,5.0,,5.2,11,Maruti,SwiftRS
4015,BMW X1 sDrive20d,Mumbai,2014,69000,Diesel,Automatic,First,17.05 kmpl,1995.0,184.0,5.0,,16.25,10,BMW,X1sDrive20d
4016,Volkswagen Passat 2.0 PD DSG,Mumbai,2007,61932,Diesel,Automatic,Second,14.3 kmpl,1968.0,140.0,5.0,,3.31,17,Volkswagen,Passat2.0
4017,BMW X3 xDrive20d,Bangalore,2012,52000,Diesel,Automatic,First,16.09 kmpl,1995.0,184.0,5.0,,24.0,12,BMW,X3xDrive20d
4018,Maruti Ritz VXi,Kolkata,2011,150000,Petrol,Manual,First,18.5 kmpl,1197.0,85.8,5.0,,2.5,13,Maruti,RitzVXi
4019,Hyundai i20 Sportz 1.4 CRDi,Jaipur,2013,70933,Diesel,Manual,Second,21.9 kmpl,1396.0,88.76,5.0,,3.9,11,Hyundai,i20Sportz
4020,Maruti Swift VDI BSIV,Kolkata,2013,115195,Diesel,Manual,First,25.2 kmpl,1248.0,74.0,5.0,,3.85,11,Maruti,SwiftVDI
4021,Mercedes-Benz New C-Class 200 Kompressor,Delhi,2011,62148,Petrol,Manual,First,11.7 kmpl,1796.0,178.0,5.0,,8.8,13,Mercedes-Benz,NewC-Class
4022,Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,Petrol,Manual,Second,14.28 kmpl,1798.0,138.03,5.0,22.66 Lakh,4.95,15,Toyota,CorollaAltis
4023,Hyundai Verna 1.6 SX CRDi (O),Kolkata,2014,58000,Diesel,Manual,First,22.32 kmpl,1582.0,126.32,5.0,,5.75,10,Hyundai,Verna1.6
4024,Renault Duster 110PS Diesel RxZ,Kochi,2014,68598,Diesel,Manual,First,19.01 kmpl,1461.0,108.45,5.0,,6.17,10,Renault,Duster110PS
4025,Maruti Swift Ldi BSIII,Chennai,2010,84072,Diesel,Manual,First,17.8 kmpl,1248.0,75.0,5.0,,3.45,14,Maruti,SwiftLdi
4026,Maruti Alto K10 VXI,Jaipur,2016,51264,Petrol,Manual,First,24.07 kmpl,998.0,67.1,5.0,4.24 Lakh,3.2,8,Maruti,AltoK10
4027,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,21363,Petrol,Automatic,First,13.0 kmpl,1591.0,121.3,5.0,,13.49,7,Hyundai,Creta1.6
4028,Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.04 kmpl,1991.0,183.0,5.0,41.02 Lakh,24.5,8,Mercedes-Benz,CLA200
4029,Honda CR-V 2.4 4WD AT,Kolkata,2015,35000,Petrol,Automatic,First,10.1 kmpl,2354.0,152.0,5.0,,14.7,9,Honda,CR-V2.4
4030,Ford Ecosport 1.5 DV5 MT Trend,Hyderabad,2014,55000,Diesel,Manual,First,22.7 kmpl,1498.0,89.84,5.0,,6.0,10,Ford,Ecosport1.5
4031,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,43252,Diesel,Automatic,First,13.0 kmpl,2143.0,204.0,5.0,,34.18,8,Mercedes-Benz,E-Class2015-2017
4032,Hyundai Grand i10 CRDi Magna,Delhi,2014,42000,Diesel,Manual,First,24.0 kmpl,1120.0,70.0,5.0,,3.5,10,Hyundai,Grandi10
4033,Ford Fiesta 1.4 Duratec ZXI,Hyderabad,2006,69000,Petrol,Manual,First,16.6 kmpl,1388.0,68.0,5.0,,2.15,18,Ford,Fiesta1.4
4034,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,Diesel,Automatic,First,17.6 kmpl,1582.0,126.2,5.0,17 Lakh,11.25,6,Hyundai,Creta1.6
4035,Maruti A-Star Lxi,Delhi,2010,70000,Petrol,Manual,First,19.0 kmpl,998.0,66.1,5.0,,2.0,14,Maruti,A-StarLxi
4036,Maruti Ritz LDi,Kochi,2015,35314,Diesel,Manual,First,23.2 kmpl,1248.0,73.94,5.0,,4.27,9,Maruti,RitzLDi
4037,Honda City i VTEC SV,Kochi,2017,38691,Petrol,Manual,First,17.8 kmpl,1497.0,117.3,5.0,,7.68,7,Honda,Cityi
4038,Toyota Innova 2.5 GX (Diesel) 7 Seater,Coimbatore,2017,72717,Diesel,Manual,First,12.99 kmpl,2494.0,100.6,7.0,,14.52,7,Toyota,Innova2.5
4039,Mercedes-Benz R-Class R350 4Matic Long,Mumbai,2011,82000,Petrol,Automatic,Second,11.8 kmpl,3498.0,272.0,7.0,,16.85,13,Mercedes-Benz,R-ClassR350
4040,Skoda Rapid 1.5 TDI Elegance,Mumbai,2015,44000,Diesel,Manual,First,21.14 kmpl,1498.0,103.52,5.0,,5.75,9,Skoda,Rapid1.5
4041,Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2017,27000,Petrol,Manual,First,15.8 kmpl,1499.0,110.0,5.0,,8.3,7,Ford,Ecosport1.5
4042,Maruti Celerio VXI AT,Chennai,2014,18500,Petrol,Automatic,First,23.1 kmpl,998.0,67.04,5.0,,3.95,10,Maruti,CelerioVXI
4043,Volkswagen Vento Petrol Highline,Mumbai,2014,45000,Petrol,Manual,First,15.04 kmpl,1598.0,103.6,5.0,,4.8,10,Volkswagen,VentoPetrol
4044,Volvo XC60 D5,Ahmedabad,2011,173000,Diesel,Automatic,First,13.5 kmpl,2400.0,215.0,5.0,,12.0,13,Volvo,XC60D5
4045,Toyota Etios Cross 1.4 GD,Ahmedabad,2017,42000,Diesel,Manual,First,23.59 kmpl,1364.0,67.04,5.0,,6.25,7,Toyota,EtiosCross
4046,Tata Indica Vista TDI LX,Jaipur,2012,90000,Diesel,Manual,First,19.4 kmpl,1405.0,70.0,5.0,,2.5,12,Tata,IndicaVista
4047,Honda City i VTEC CVT VX,Pune,2014,82329,Petrol,Automatic,First,18.0 kmpl,1497.0,117.3,5.0,,7.5,10,Honda,Cityi
4048,Honda City 1.5 V MT,Delhi,2010,80302,Petrol,Manual,First,17.0 kmpl,1497.0,118.0,5.0,,3.5,14,Honda,City1.5
4049,Skoda Octavia Rider Classic 1.9 TDI,Hyderabad,2005,105000,Diesel,Manual,First,18.7 kmpl,1896.0,66.0,5.0,,1.99,19,Skoda,OctaviaRider
4050,Toyota Corolla 1.8 J,Kolkata,2009,60000,Petrol,Manual,First,14.53 kmpl,1798.0,138.0,5.0,,2.25,15,Toyota,Corolla1.8
4051,Toyota Etios G,Delhi,2014,70000,Petrol,Manual,First,16.78 kmpl,1496.0,88.73,5.0,,3.25,10,Toyota,EtiosG
4052,BMW X1 sDrive20d,Bangalore,2016,45000,Diesel,Automatic,First,17.05 kmpl,1995.0,184.0,5.0,,28.5,8,BMW,X1sDrive20d
4053,Honda City ZX CVT,Kolkata,2006,44000,Petrol,Automatic,First,16.4 kmpl,1497.0,78.0,5.0,,1.5,18,Honda,CityZX
4054,Hyundai i20 Sportz 1.4 CRDi,Delhi,2017,25500,Diesel,Manual,First,22.54 kmpl,1396.0,88.73,5.0,,7.0,7,Hyundai,i20Sportz
4055,Mercedes-Benz E-Class E350 CDI,Delhi,2014,68000,Diesel,Automatic,First,13.0 kmpl,2987.0,261.5,5.0,,27.5,10,Mercedes-Benz,E-ClassE350
4056,Hyundai Creta 1.6 CRDi SX Option,Ahmedabad,2015,61786,Diesel,Manual,First,19.67 kmpl,1582.0,126.2,5.0,,10.5,9,Hyundai,Creta1.6
4057,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Jaipur,2014,65000,Diesel,Automatic,Second,15.73 kmpl,1968.0,174.33,5.0,,21.5,10,Audi,Q32012-2015
4058,Land Rover Discovery Sport TD4 HSE,Delhi,2016,77000,Diesel,Automatic,First,12.63 kmpl,2179.0,147.5,5.0,,35.0,8,Land Rover,RoverDiscovery
4059,Skoda Rapid 1.5 TDI AT Elegance Plus,Hyderabad,2015,34000,Diesel,Automatic,First,21.66 kmpl,1498.0,103.52,5.0,,7.99,9,Skoda,Rapid1.5
4060,Maruti Celerio VXI AT,Coimbatore,2015,59751,Petrol,Automatic,First,23.1 kmpl,998.0,67.04,5.0,,4.88,9,Maruti,CelerioVXI
4061,Audi RS5 Coupe,Mumbai,2013,23312,Petrol,Automatic,First,11.05 kmpl,2894.0,444.0,4.0,1.28 Cr,40.5,11,Audi,RS5Coupe
4062,Maruti Ciaz ZXi Plus,Mumbai,2015,30000,Petrol,Manual,First,20.73 kmpl,1373.0,91.1,5.0,,6.55,9,Maruti,CiazZXi
4063,Audi Q5 2.0 TDI Premium Plus,Coimbatore,2015,60146,Diesel,Automatic,First,14.16 kmpl,1968.0,174.3,5.0,,29.64,9,Audi,Q52.0
4064,Ford Figo Diesel Titanium,Coimbatore,2013,44731,Diesel,Manual,Second,20.0 kmpl,1399.0,68.0,5.0,,4.34,11,Ford,FigoDiesel
